0.000000,1,10000,0.016101,Berks-MBP.attlocal.net
0.000000,2,10000,0.012558,Berks-MBP.attlocal.net
0.000000,3,10000,0.012918,Berks-MBP.attlocal.net
0.000000,4,10000,0.012728,Berks-MBP.attlocal.net
0.000000,4,10000,0.012887,Berks-MBP.attlocal.net
0.000000,4,10000,0.012747,Berks-MBP.attlocal.net
0.000000,3,10000,0.012539,Berks-MBP.attlocal.net
0.000000,3,10000,0.012741,Berks-MBP.attlocal.net
0.000000,2,10000,0.012786,Berks-MBP.attlocal.net
0.000000,2,10000,0.012773,Berks-MBP.attlocal.net
0.000000,1,10000,0.012470,Berks-MBP.attlocal.net
0.000000,1,10000,0.012447,Berks-MBP.attlocal.net
